"","scenario","decade","Region","RegionCode","s1","s2","s3","s4","s5","Gini"
"1","lessInequality",2015,1,"USA",4.01684594264502,9.68822458541689,15.4436422323351,23.0718763394204,47.7794109001826,0.403635127963648
"2","lessInequality",2015,2,"EUR",8.47382650253571,13.3530973611887,18.1148266247592,23.3155997537631,36.7426497577533,0.266000585359977
"3","lessInequality",2015,3,"JPN",7.18970938563603,12.5879437639863,17.5284113515691,24.0349484174269,38.6589870813817,0.297542263073732
"4","lessInequality",2015,4,"RUS",8.15010779640806,12.8766440049541,17.3457336351683,23.1829282638747,38.4445862995948,0.28358099432838
"5","lessInequality",2015,5,"NRE",5.06043262198977,9.23894627148886,14.5023436048737,23.9325780331199,47.2656994685278,0.396416675964167
"6","lessInequality",2015,6,"CHN",6.29544132647623,12.4640376746833,17.6192610575579,24.010171179164,39.6110887621186,0.312709723127097
"7","lessInequality",2015,7,"IND",7.12983827556108,11.0337246491672,14.890559287227,20.8955627991357,46.050314988909,0.35081114055678
"8","lessInequality",2015,8,"MEA",3.69853454146554,8.89309488818752,13.5538551968842,22.2550115655267,51.5995038079361,0.43665538
"9","lessInequality",2015,9,"AFR",2.979788600074,6.28861570733026,10.352264054785,18.99316379401,61.3861678438008,0.518069249903462
"10","lessInequality",2015,10,"LTM",4.35764146429962,8.89678583759335,13.9920005826524,21.1241427870401,51.6294293284145,0.427083740812512
"11","lessInequality",2015,11,"OHI",7.14503873364498,12.4554797660874,17.1922431868957,23.0856787787509,40.1215595346211,0.30633297106333
"12","lessInequality",2015,12,"NOA",4.80779218578025,8.74475906269074,13.1972811547531,22.4136020958302,50.8365655009457,0.422905583770944
"13","lessInequality",2025,1,"USA",4.49634056436567,9.99757784785438,15.580332965365,22.9797200492378,46.9460285731771,0.391526083915261
"14","lessInequality",2025,2,"EUR",8.81961170745964,13.552504440353,18.1713818260164,23.2161317611502,36.2403702650207,0.258020578320823
"15","lessInequality",2025,3,"JPN",7.57401810406695,12.8103054510667,17.602559011022,23.9138999649041,38.0992174689403,0.28861598734152
"16","lessInequality",2025,4,"RUS",8.50560456251582,13.0903446848055,17.4253616261133,23.0874404159585,37.891248710607,0.27507354
"17","lessInequality",2025,5,"NRE",5.50861964333008,9.56177788334419,14.6672732967275,23.8146006921263,46.447728484472,0.384524175690483
"18","lessInequality",2025,6,"CHN",6.70657808668194,12.6901165444428,17.6906832258312,23.8898660437891,39.022756099255,0.303328452833577
"19","lessInequality",2025,7,"IND",7.51594312729425,11.3027129096922,15.0438425086102,20.8686959151616,45.2688055392417,0.340286863582788
"20","lessInequality",2025,8,"MEA",4.18757850522157,9.22630204154189,13.7472395409777,22.1873612185609,50.651518693698,0.423555755764442
"21","lessInequality",2025,9,"AFR",3.49039494207178,6.69995723611035,10.6416961331414,19.0233688801897,60.1445828084868,0.502527121949457
"22","lessInequality",2025,10,"LTM",4.82691222037063,9.22988226246555,14.1722405651728,21.0904185034289,50.6805464485621,0.41427123942915
"23","lessInequality",2025,11,"OHI",7.53068757163563,12.6818153731048,17.2764758912888,22.9931084153884,39.5179127485825,0.297142947085712
"24","lessInequality",2025,12,"NOA",5.26355842020684,9.08241629081002,13.4013627201105,22.3411940329553,49.9114685359173,0.410218416613105
"25","lessInequality",2035,1,"USA",4.97583518608632,10.3069311102919,15.717023698395,22.8875637590552,46.1126462461716,0.379417051176682
"26","lessInequality",2035,2,"EUR",9.16539691238357,13.7519115195174,18.2279370272736,23.1166637685373,35.7380907722881,0.250040538500405
"27","lessInequality",2035,3,"JPN",7.95832682249787,13.0326671381471,17.676706670475,23.7928515123813,37.5394478564988,0.279689704812412
"28","lessInequality",2035,4,"RUS",8.86110132862358,13.3040453646569,17.5049896170582,22.9919525680422,37.3379111216191,0.266566102662644
"29","lessInequality",2035,5,"NRE",5.95680666467038,9.88460949519953,14.8322029885813,23.6966233511327,45.6297575004161,0.372631682905267
"30","lessInequality",2035,6,"CHN",7.11771484688766,12.9161954142023,17.7621053941044,23.7695609084142,38.4344234363915,0.2939471
"31","lessInequality",2035,7,"IND",7.90204797902742,11.5717011702172,15.1971257299934,20.8418290311876,44.4872960895745,0.329762502321375
"32","lessInequality",2035,8,"MEA",4.67662246897761,9.55950919489627,13.9406238850711,22.1197108715951,49.7035335794599,0.41045610494105
"33","lessInequality",2035,9,"AFR",4.00100128406956,7.11129876489044,10.9311282114979,19.0535739663694,58.9029977731727,0.486985076
"34","lessInequality",2035,10,"LTM",5.29618297644164,9.56297868733775,14.3524805476933,21.0566942198177,49.7316635687096,0.401458692116696
"35","lessInequality",2035,11,"OHI",7.91633640962628,12.9081509801222,17.360708595682,22.9005380520258,38.9142659625438,0.287953007843289
"36","lessInequality",2035,12,"NOA",5.71932465463343,9.42007351892929,13.6054442854679,22.2687859700804,48.986371570889,0.397531227975312
"37","lessInequality",2045,1,"USA",5.45532980780697,10.6162843727294,15.8537144314249,22.7954074688726,45.2792639191662,0.367307966038478
"38","lessInequality",2045,2,"EUR",9.5111821173075,13.9513185986817,18.2844922285309,23.0171957759244,35.2358112795555,0.242060545579395
"39","lessInequality",2045,3,"JPN",8.34263554092879,13.2550288252275,17.7508543299279,23.6718030598585,36.9796782440573,0.270763449538173
"40","lessInequality",2045,4,"RUS",9.21659809473134,13.5177460445082,17.5846176080032,22.896464720126,36.7845735326313,0.258058647483519
"41","lessInequality",2045,5,"NRE",6.40499368601069,10.2074411070549,14.9971326804351,23.5786460101391,44.8117865163603,0.360739185963041
"42","lessInequality",2045,6,"CHN",7.52885160709337,13.1422742839618,17.8335275623777,23.6492557730392,37.8460907735279,0.28456583092605
"43","lessInequality",2045,7,"IND",8.28815283076058,11.8406894307422,15.3504089513766,20.8149621472135,43.7057866399072,0.319238173615237
"44","lessInequality",2045,8,"MEA",5.16566643273364,9.89271634825064,14.1340082291646,22.0520605246293,48.7555484652218,0.397356440052871
"45","lessInequality",2045,9,"AFR",4.51160762606734,7.52264029367054,11.2205602898544,19.0837790525491,57.6614127378587,0.47144298542886
"46","lessInequality",2045,10,"LTM",5.76545373251265,9.89607511220995,14.5327205302137,21.0229699362065,48.7827806888572,0.388646191886462
"47","lessInequality",2045,11,"OHI",8.30198524761693,13.1344865871395,17.4449413000751,22.8079676886633,38.3106191765052,0.27876300642474
"48","lessInequality",2045,12,"NOA",6.17509088906003,9.75773074704857,13.8095258508253,22.1963779072055,48.0612746058606,0.38484402030312
"49","lessInequality",2055,1,"USA",5.93482442952762,10.9256376351669,15.9904051644549,22.7032511786899,44.4458815921607,0.355198888896022
"50","lessInequality",2055,2,"EUR",9.85696732223142,14.1507256778461,18.3410474297881,22.9177277833115,34.7335317868229,0.234080512977585
"51","lessInequality",2055,3,"JPN",8.72694425935971,13.4773905123079,17.8250019893808,23.5507546073357,36.4199086316159,0.261837177091859
"52","lessInequality",2055,4,"RUS",9.57209486083909,13.7314467243596,17.6642455989481,22.8009768722097,36.2312359436434,0.249551262053849
"53","lessInequality",2055,5,"NRE",6.853180707351,10.5302727189102,15.1620623722889,23.4606686691455,43.9938155323045,0.348846686046132
"54","lessInequality",2055,6,"CHN",7.93998836729908,13.3683531537213,17.904949730651,23.5289506376643,37.2577581106644,0.275184561248154
"55","lessInequality",2055,7,"IND",8.67425768249375,12.1096776912671,15.5036921727598,20.7880952632394,42.9242771902399,0.308713845477169
"56","lessInequality",2055,8,"MEA",5.65471039648967,10.225923501605,14.3273925732581,21.9844101776635,47.8075633509838,0.384256767055406
"57","lessInequality",2055,9,"AFR",5.02221396806512,7.93398182245063,11.5099923682108,19.1139841387288,56.4198277025447,0.455900938236038
"58","lessInequality",2055,10,"LTM",6.23472448858367,10.2291715370821,14.7129605127341,20.9892456525953,47.8338978090048,0.375833697449978
"59","lessInequality",2055,11,"OHI",8.68763408560758,13.3608221941569,17.5291740044682,22.7153973253008,37.7069723904666,0.26957301078292
"60","lessInequality",2055,12,"NOA",6.63085712348662,10.0953879751679,14.0136074161827,22.1239698443306,47.1361776408322,0.372156893392155
"61","lessInequality",2065,1,"USA",6.41431905124827,11.2349908976044,16.1270958974848,22.6110948885073,43.6124992651552,0.343089844
"62","lessInequality",2065,2,"EUR",10.2027525271554,14.3501327570104,18.3976026310453,22.8182597906986,34.2312522940903,0.22610049304402
"63","lessInequality",2065,3,"JPN",9.11125297779063,13.6997521993884,17.8991496488337,23.4297061548129,35.8601390191744,0.252910915354454
"64","lessInequality",2065,4,"RUS",9.92759162694685,13.945147404211,17.7438735898931,22.7054890242935,35.6778983546556,0.241043838410438
"65","lessInequality",2065,5,"NRE",7.3013677286913,10.8531043307655,15.3269920641426,23.3426913281519,43.1758445482486,0.336954146956332
"66","lessInequality",2065,6,"CHN",8.3511251275048,13.5944320234808,17.9763718989242,23.4086455022894,36.6694254478008,0.26580329339377
"67","lessInequality",2065,7,"IND",9.06036253422692,12.3786659517921,15.6569753941429,20.7612283792653,42.1427677405727,0.298189485162946
"68","lessInequality",2065,8,"MEA",6.14375436024571,10.5591306549594,14.5207769173516,21.9167598306977,46.8595782367457,0.371157105442145
"69","lessInequality",2065,9,"AFR",5.5328203100629,8.34532335123072,11.7994244465672,19.1441892249085,55.1782426672307,0.44035885882512
"70","lessInequality",2065,10,"LTM",6.70399524465468,10.5622679619543,14.8932004952545,20.9555213689841,46.8850149291523,0.363021153411481
"71","lessInequality",2065,11,"OHI",9.07328292359823,13.5871578011743,17.6134067088613,22.6228269619383,37.1033256044279,0.260383035357866
"72","lessInequality",2065,12,"NOA",7.08662335791321,10.4330452032871,14.2176889815401,22.0515617814557,46.2110806758038,0.359469723189395
"73","lessInequality",2075,1,"USA",6.89381367296892,11.5443441600419,16.2637866305148,22.5189385983247,42.7791169381497,0.330980805521536
"74","lessInequality",2075,2,"EUR",10.5485377320793,14.5495398361747,18.4541578323025,22.7187917980857,33.7289728013577,0.218120460362409
"75","lessInequality",2075,3,"JPN",9.49556169622154,13.9221138864688,17.9732973082867,23.3086577022901,35.300369406733,0.243984633360922
"76","lessInequality",2075,4,"RUS",10.2830883930546,14.1588480840624,17.823501580838,22.6100011763773,35.1245607656677,0.232536393301456
"77","lessInequality",2075,5,"NRE",7.74955475003161,11.1759359426209,15.4919217559964,23.2247139871583,42.3578735641928,0.325061645255548
"78","lessInequality",2075,6,"CHN",8.76226188771051,13.8205108932403,18.0477940671975,23.2883403669145,36.0810927849373,0.256421957949537
"79","lessInequality",2075,7,"IND",9.44646738596009,12.6476542123171,15.8102586155261,20.7343614952913,41.3612582909054,0.287665165123348
"80","lessInequality",2075,8,"MEA",6.63279832400174,10.8923378083138,14.714161261445,21.8491094837319,45.9115931225076,0.358057438322298
"81","lessInequality",2075,9,"AFR",6.04342665206068,8.75666488001081,12.0888565249237,19.1743943110882,53.9366576319167,0.424816755503665
"82","lessInequality",2075,10,"LTM",7.17326600072569,10.8953643868265,15.073440477775,20.9217970853729,45.9361320492999,0.350208656
"83","lessInequality",2075,11,"OHI",9.45893176158888,13.8134934081917,17.6976394132545,22.5302565985757,36.4996788183893,0.251193039440348
"84","lessInequality",2075,12,"NOA",7.54238959233981,10.7707024314064,14.4217705468975,21.9791537185808,45.2859837107755,0.346782539742603
"85","lessInequality",2085,1,"USA",7.37330829468957,11.8536974224793,16.4004773635447,22.4267823081421,41.9457346111443,0.318871723943586
"86","lessInequality",2085,2,"EUR",10.8943229370032,14.7489469153391,18.5107130335598,22.6193238054728,33.2266933086251,0.210140449014045
"87","lessInequality",2085,3,"JPN",9.87987041465247,14.1444755735492,18.0474449677396,23.1876092497673,34.7405997942915,0.235058385402336
"88","lessInequality",2085,4,"RUS",10.6385851591624,14.3725487639137,17.903129571783,22.514513328461,34.5712231766799,0.224028937441736
"89","lessInequality",2085,5,"NRE",8.19774177137192,11.4987675544762,15.6568514478502,23.1067366461647,41.539902580137,0.313169152
"90","lessInequality",2085,6,"CHN",9.17339864791622,14.0465897629998,18.1192162354707,23.1680352315396,35.4927601220737,0.24704066576634
"91","lessInequality",2085,7,"IND",9.83257223769325,12.9166424728421,15.9635418369093,20.7074946113172,40.5797488412381,0.27714083262845
"92","lessInequality",2085,8,"MEA",7.12184228775778,11.2255449616681,14.9075456055385,21.7814591367661,44.9636080082695,0.344957779852956
"93","lessInequality",2085,9,"AFR",6.55403299405846,9.16800640879091,12.3782886032802,19.2045993972679,52.6950725966026,0.409274676092747
"94","lessInequality",2085,10,"LTM",7.6425367567967,11.2284608116987,15.2536804602954,20.8880728017617,44.9872491694475,0.337396146747923
"95","lessInequality",2085,11,"OHI",9.84458059957953,14.039829015209,17.7818721176476,22.4376862352132,35.8960320323507,0.242003036
"96","lessInequality",2085,12,"NOA",7.9981558267664,11.1083596595257,14.625852112255,21.9067456557059,44.3608867457471,0.334095411954275
"97","lessInequality",2095,1,"USA",7.85280291641021,12.1630506849168,16.5371680965747,22.3346260179595,41.1123522841388,0.306762679729493
"98","lessInequality",2095,2,"EUR",11.2401081419271,14.9483539945034,18.567268234817,22.51985581286,32.7244138158925,0.202160435956791
"99","lessInequality",2095,3,"JPN",10.2641791330834,14.3668372606296,18.1215926271925,23.0665607972444,34.1808301818501,0.226132109045285
"100","lessInequality",2095,4,"RUS",10.9940819252701,14.5862494437651,17.9827575627279,22.4190254805448,34.017885587692,0.215521564292628
"101","lessInequality",2095,5,"NRE",8.64592879271223,11.8215991663315,15.821781139704,22.9887593051711,40.7219315960811,0.301276658025533
"102","lessInequality",2095,6,"CHN",9.58453540812194,14.2726686327593,18.190638403744,23.0477300961646,34.9044274592101,0.237659394493624
"103","lessInequality",2095,7,"IND",10.2186770894264,13.1856307333671,16.1168250582925,20.6806277273431,39.7982393915708,0.266616478670682
"104","lessInequality",2095,8,"MEA",7.61088625151381,11.5587521150225,15.100929949632,21.7138087898003,44.0156228940314,0.331858110637162
"105","lessInequality",2095,9,"AFR",7.06463933605624,9.579347937571,12.6677206816366,19.2348044834476,51.4534875612886,0.393732627811979
"106","lessInequality",2095,10,"LTM",8.11180751286771,11.5615572365709,15.4339204428158,20.8543485181505,44.038366289595,0.324583651770817
"107","lessInequality",2095,11,"OHI",10.2302294375702,14.2661646222264,17.8661048220407,22.3451158718507,35.292385246312,0.232813098687476
"108","lessInequality",2095,12,"NOA",8.45392206119299,11.446016887645,14.8299336776124,21.834337592831,43.4357897807187,0.321408239214082
"109","lessInequality",2105,1,"USA",8.33229753813086,12.4724039473543,16.6738588296046,22.2424697277769,40.2789699571333,0.294653634106928
"110","lessInequality",2105,2,"EUR",11.5858933468511,15.1477610736678,18.6238234360742,22.4203878202471,32.2221343231599,0.194180423650825
"111","lessInequality",2105,3,"JPN",10.6484878515143,14.58919894771,18.1957402866454,22.9455123447216,33.6210605694086,0.217205826516175
"112","lessInequality",2105,4,"RUS",11.3495786913779,14.7999501236165,18.0623855536729,22.3235376326285,33.4645479987042,0.20701410936873
"113","lessInequality",2105,5,"NRE",9.09411581405253,12.1444307781869,15.9867108315578,22.8707819641775,39.9039606120253,0.289384156681525
"114","lessInequality",2105,6,"CHN",9.99567216832765,14.4987475025188,18.2620605720173,22.9274249607897,34.3160947963466,0.228278054827805
"115","lessInequality",2105,7,"IND",10.6047819411596,13.4546189938921,16.2701082796757,20.6537608433691,39.0167299419036,0.256092145439078
"116","lessInequality",2105,8,"MEA",8.09993021526984,11.8919592683769,15.2943142937255,21.6461584428345,43.0676377797934,0.318758487187585
"117","lessInequality",2105,9,"AFR",7.57524567805402,9.99068946635109,12.9571527599931,19.2650095696273,50.2119025259746,0.378190534909527
"118","lessInequality",2105,10,"LTM",8.58107826893872,11.8946536614431,15.6141604253363,20.8206242345393,43.0894834097426,0.311771104941688
"119","lessInequality",2105,11,"OHI",10.6158782755608,14.4925002292438,17.9503375264339,22.2525455084882,34.6887384602734,0.223623078110154
"120","lessInequality",2105,12,"NOA",8.90968829561958,11.7836741157642,15.0340152429698,21.761929529956,42.5106928156904,0.308721033825579
"121","lessInequality",2115,1,"USA",8.81179215985151,12.7817572097918,16.8105495626346,22.1503134375943,39.4455876301278,0.282544598825446
"122","lessInequality",2115,2,"EUR",11.931678551775,15.3471681528321,18.6803786373314,22.3209198276342,31.7198548304273,0.186200381586012
"123","lessInequality",2115,3,"JPN",11.0327965699452,14.8115606347904,18.2698879460984,22.8244638921988,33.0612909569672,0.208279544165591
"124","lessInequality",2115,4,"RUS",11.7050754574856,15.0136508034679,18.1420135446178,22.2280497847123,32.9112104097164,0.198506683940267
"125","lessInequality",2115,5,"NRE",9.54230283539284,12.4672623900422,16.1516405234116,22.7528046231839,39.0859896279695,0.277491661874583
"126","lessInequality",2115,6,"CHN",10.4068089285334,14.7248263722783,18.3334827402905,22.8071198254148,33.727762133483,0.21889679494484
"127","lessInequality",2115,7,"IND",10.9908867928928,13.723607254417,16.4233915010589,20.626893959395,38.2352204922363,0.245567810734069
"128","lessInequality",2115,8,"MEA",8.58897417902588,12.2251664217313,15.4876986378189,21.5785080958687,42.1196526655553,0.305658784
"129","lessInequality",2115,9,"AFR",8.0858520200518,10.4020309951312,13.2465848383495,19.295214655807,48.9703174906606,0.362648485385394
"130","lessInequality",2115,10,"LTM",9.05034902500973,12.2277500863153,15.7944004078567,20.7868999509281,42.1406005298902,0.298958610989586
"131","lessInequality",2115,11,"OHI",11.0015271135515,14.7188358362612,18.034570230827,22.1599751451256,34.0850916742348,0.214433073567008
"132","lessInequality",2115,12,"NOA",9.36545453004618,12.1213313438835,15.2380968083272,21.6895214670811,41.585595850662,0.296033898237966
